Independence,PositiveDependence,NegativeDependence,FrechetUpper,FrechetLower,AverageLoss
0.21879727486521006,0.6301395781338215,-0.12066724803298712,-3.357384629547596,-3.4184905763249844,-1.2095211201813072
0.24203841527923942,1.7420269586145878,0.06934672454372048,-3.3269668417051435,-3.478420417290181,-0.9503950321115553
1.077760866843164,0.4084726758301258,-0.017456321977078915,-2.2282308265566826,-3.6278076912276447,-0.8774522594176233
0.3043090463615954,1.1679807268083096,-0.06431551417335868,-2.0203209025785327,-3.433612241409719,-0.8091917769983411
0.5995055781677365,1.0277529135346413,-0.10870469082146883,-1.6050371676683426,-3.5970935211516917,-0.736715377587825
0.2698896545916796,2.2256508842110634,0.3248430578969419,-2.2439312636852264,-3.287240174598992,-0.5421575683169066
3.380945559591055,0.40257359109818935,-0.15841135429218411,-2.571398278698325,-3.6281927616801113,-0.5148966487962753
2.225106704980135,0.6073883920907974,0.095547532197088,-2.3581065237522125,-2.971800888888538,-0.480372956674546
0.3108595870435238,0.8094809269532561,1.0458735041320324,-0.67969258595258,-3.6472240132279694,-0.43214051621034744
0.63143998850137,2.862007297575474,0.776625313796103,-2.8860120167955756,-3.5271969069726765,-0.4286272647790611
2.74814067222178,1.7975667230784893,0.0845140153542161,-2.044414640404284,-3.5476092060562223,-0.1923604871612042
0.3085147477686405,0.9599571749567986,0.029910048469901085,-1.2547877468168736,-0.8555342596955597,-0.16238800706341863
0.9382356619462371,4.913023103028536,0.37383450847119093,-3.5142496451735497,-3.3812155183404684,-0.13407437801361083
0.6080925054848194,1.0780761577188969,4.487490214407444,-2.8297501392662525,-3.6232787063345313,-0.05587399359792471
2.150128623470664,0.9628657046705484,1.3080892767757177,-0.8466066531836987,-3.53297823946923,0.008299742452800274
2.3085692077875137,3.1340624410659075,-0.029070329386740923,-1.725918810814619,-3.542556772241369,0.029017147282138465
0.2271227124147117,4.289146743714809,0.2175656403414905,-0.7937585636973381,-3.652565429219976,0.057502220710739495
3.713966742157936,1.1539202127605677,-0.10162836173549294,-2.4578136187046766,-2.0087371137924492,0.05994157213717699
0.5856439620256424,1.0400109719485044,1.8580842409282923,0.5886613801121712,-3.523324063513428,0.10981529830023647
0.9601489221677184,1.6012640502303839,1.3754280302673578,-2.9387435726821423,-0.3298692014068365,0.13364564571529627
4.124131590127945,0.703032597899437,1.9880780458443041,-2.4421268720179796,-3.24305577063933,0.22601191824287525
0.24168348964303732,4.0805038549005985,0.00952517008408904,-0.3340184651315212,-2.6570187718607485,0.26813505552709105
0.44067997485399246,5.3122535943984985,-0.10061915032565594,-0.3835240453481674,-3.6237418563105166,0.32900970345363023
1.6201373618096113,0.9836462885141373,-0.10562895564362407,2.92615388892591,-3.5646010397467762,0.37194150877185167
0.35312792658805847,5.791842341423035,1.2279679384082556,-0.9333728365600109,-3.779774624388665,0.5319581490941345
0.7129560741595924,7.770126551389694,-0.12024044571444392,-2.020264657214284,-3.6322932331822813,0.5420568578876555
2.397145714610815,5.71974678337574,-0.019154686480760574,-1.6259486470371485,-3.673597674816847,0.5596382979303598
5.212512496858835,1.41575738042593,-0.06654676096513867,-2.700124206021428,-0.9576416658237576,0.5807914488948882
1.0073587400838733,6.525435108691454,0.21339589077979326,-0.8169876113533974,-3.5095995999872684,0.683920505642891
6.805997100076638,1.014140679500997,0.6231789295561612,-1.0218407977372408,-3.630812963237986,0.7581325896317139
3.964660171419382,0.5811875574290752,-0.09331824956461787,-3.343635850585997,3.2965505607426167,0.8810888378880918
0.3169023082591593,3.536048433976248,5.855831678956747,-2.7536212354898453,-2.1443825396709144,0.9621557292062789
4.312238123267889,0.45938112400472164,1.997166208922863,-2.0304979979991913,0.3754705274477601,1.0227515971288086
2.567947467789054,6.344741314649582,0.29276567231863737,-3.0201038401573896,-0.5056377928704023,1.1359425643458962
0.23157861782237887,6.321085462346673,0.3289647167548537,-0.48927558213472366,-0.6003940599039197,1.1583918309770525
6.798796154558659,2.9645660798996687,1.1870094873011112,-1.1816767938435078,-3.5103358649648726,1.2516718125902115
9.731623351573944,0.9814706342294812,-0.11421270435675979,-0.17952434718608856,-3.3687926169950515,1.410112863453105
11.78662308305502,1.4771718196570873,0.774935444816947,-2.641619745641947,-3.312861807644367,1.616849758848548
5.444275580346584,3.0966906491667032,0.4720982895232737,-0.4349332544952631,-0.20375003619119525,1.6748762456700206
0.39936602115631104,2.7163493055850267,-0.09687297325581312,8.571571335196495,-3.1171601137612015,1.6946507149841636
1.2178887128829956,6.245001256465912,5.188091069459915,-0.38428783416748047,-3.330892641330138,1.787160112662241
0.44673453783616424,7.9936345890164375,-0.08786280080676079,0.4275843817740679,0.21094608027487993,1.7982073576189577
6.292583514004946,0.9133150270208716,0.1299888463690877,0.772144578397274,2.1353436317294836,2.0486751195043325
6.663988895714283,11.047968611121178,-0.1260232338681817,-3.033944203518331,-3.6152699277736247,2.1873440283350645
12.640403985977173,5.201159995049238,-0.11128054419532418,-3.0050602443516254,-3.3682897202670574,2.271386694442481
12.860778387635946,3.6677357610315084,0.009955231100320816,-2.2786850035190582,-2.4532375410199165,2.3613093670457603
15.324254594743252,1.4900638572871685,3.888983638957143,-3.3029130902141333,-3.4580119880847633,2.7884754025377334
6.913015108555555,6.22992742434144,-0.03655719105154276,-2.7554047908633947,3.664201593026519,2.8030364288017156
6.283856622874737,15.790641970932484,0.07676056819036603,-2.770409807562828,-2.8274194737896323,3.310685976129025
8.971600897610188,11.686855934560299,0.07098333863541484,-2.3172960579395294,1.6049407571554184,4.003416974004358
10.592856541275978,5.657818041741848,-0.10799300484359264,7.6570063307881355,-3.7171417800709605,4.0165092257782815
0.8489088620990515,46.36515048146248,0.0039688460528850555,-3.5117213716730475,-3.6531295184977353,8.010635459888727
43.38056670129299,3.5287000611424446,0.06823711609467864,-1.7183253765106201,-3.358605266083032,8.380114647187293
44.57954367995262,1.0081102885305882,1.3042270261794329,0.477392565459013,-3.7032667375169694,8.733201364520937
0.6215364737436175,2.8372261375188828,-0.018342694733291864,46.82589399814606,-3.440321171656251,9.365198548603804
54.2919480772689,2.8154430724680424,-0.07788974419236183,-3.005605313926935,-3.6469164080917835,10.075395936705172
1.1675919629633427,1.5329187270253897,55.99257995421067,-3.420800942927599,-3.828373249620199,10.28878329033032
56.715066811069846,0.8194576781243086,0.41067370027303696,-1.1708256527781487,-2.7774395775049925,10.79938659183681
0.6882924912497401,3.492651127278805,-0.08428844390437007,56.34392902255058,-2.2761896927841008,11.632878900878131
0.3476275494322181,69.73741961016187,-0.12201598985120654,-2.888279926497489,-3.639995926991105,12.686951063250856
69.6721376180649,1.0705715958029032,1.7255761101841927,-3.51617725007236,-3.156337700318545,13.159154074732218
0.5930013228207827,69.70023822805219,-0.04225194966420531,-2.885457843542099,-1.4967793081887066,13.173750089895591
69.67177835106868,1.4478961154818535,1.7870715893805027,-0.8345448113977909,-3.4512626198120415,13.72418772494424
0.2201756276190281,4.901110731065273,69.61618286461878,-2.43836906645447,-3.66391815058887,13.727036401251947
7.901464626193047,13.019151967018843,54.26496412139386,-3.1143954806029797,-3.3205456733703613,13.750127912126482
1.034860523417592,1.6449911948293447,0.5380380572751164,69.75038707323962,-2.5622757603414357,14.081200217684048
2.1137662017717957,1.9605090208351612,1.234274048358202,69.75159678244427,-3.661698295501992,14.279689551581487
2.2900182120501995,4.762681037187576,69.62064982950696,-0.777706902474165,-3.541778795886785,14.470772676076757
7.799894347786903,5.297182485461235,0.04509757598862052,-2.8211298435926437,69.59553170414131,15.983315253957084
56.92866286088247,43.01567617058754,0.13563284697011113,-1.1636938387528062,-2.520169327966869,19.279221742344088
56.482514411211014,0.8317678458988667,45.70061573386192,-1.7820504941046238,-2.5776125406846404,19.731046991236507
1.591780785471201,61.4170802449371,0.1968539459630847,48.92896816134453,-1.9128528404980898,22.044366059443565
47.5128950253129,8.192996643483639,11.084918074309826,-2.6032552868127823,53.25526864826679,23.488564620912076
5.667554330080748,7.528494015336037,56.24522068956867,47.63033691048622,0.8332773428410292,23.58097665766254
47.37269243597984,1.284558524377644,5.615280048921704,-2.701672865077853,69.59113249291633,24.232398127423533
69.6781540371404,2.153093744069338,56.50671002920717,-2.671034399420023,-3.4308208688162267,24.447220508436136
69.67174664812228,5.148793272674084,54.131436272422434,0.23979058116674423,-2.5186223154887557,25.334628891779357
11.901535592973232,1.6329746190458536,47.66708904504776,-2.7499330062419176,69.59121045609406,25.6085753413838
0.4500031117349863,1.7434255359694362,69.6183895617766,-3.2239472633227706,69.59595495679193,27.636765180590032
1.363005267456174,1.863146724179387,69.61587595336563,-3.3435136093758047,69.59875639430174,27.819454145985425
6.9647582322359085,9.007662028074265,69.61658175296836,2.067992076277733,69.61138875782598,31.45367656947645
